,review_id,trip_id,reviewer_id,reviewee_id,rating,comment,reviewed_at
3542,3543,4669,858,1651,4,"Great rider, very polite.",2022-03-07 19:35:56
3543,3544,4669,1651,858,2,"Smooth ride, on time.",2022-03-07 20:46:56
3545,3546,4672,858,544,4,"Quick and efficient, thanks!",2023-04-10 05:20:56
3546,3547,4674,858,376,3,Fine driver.,2024-06-22 06:36:06
3547,3548,4675,858,1108,5,"Excellent service, will ride again.",2024-02-27 22:01:57
3550,3551,4677,647,858,3,Super friendly and helpful.,2024-02-02 20:58:09
3551,3552,4678,65,858,5,Super friendly and helpful.,2024-04-06 21:32:18
3553,3554,4680,858,833,4,"Smooth ride, on time.",2022-02-01 14:38:17
3554,3555,4682,858,959,4,"Easy pickup, no problems.",2024-06-10 21:54:20
3556,3557,4683,1148,1948,4,"Easy pickup, no problems.",2023-01-31 18:49:55
3557,3558,4684,95,1881,4,Very comfortable ride.,2022-05-01 10:47:24
3558,3559,4685,508,95,4,Very clean car.,2022-11-09 22:21:08
3559,3560,4686,1108,95,1,Very clean car.,2023-10-07 00:09:43
3560,3561,4689,1757,766,3,Acceptable ride.,2022-05-31 03:59:51
3561,3562,4689,766,1757,4,"Great driver, very professional!",2022-05-31 03:55:51
3562,3563,4690,1494,1757,2,Very clean car.,2024-03-22 10:04:44
3565,3566,4692,1413,1734,5,"Smooth ride, on time.",2022-04-16 07:39:30
3567,3568,4696,814,1100,5,Loved the music selection!,2022-10-13 02:46:46
3569,3570,4699,253,508,5,Very clean car.,2022-11-27 01:27:19
3570,3571,4699,508,253,3,"Smooth ride, on time.",2022-11-27 01:15:19
3572,3573,4702,1065,341,4,Very comfortable ride.,2024-06-09 15:57:24
3573,3574,4703,1065,630,3,Fine driver.,2023-11-14 03:15:26
3574,3575,4703,630,1065,3,"Smooth ride, on time.",2023-11-14 04:44:26
3575,3576,4704,493,1651,4,Loved the music selection!,2023-12-05 15:48:08
3576,3577,4705,351,493,3,"Smooth ride, on time.",2022-11-20 21:17:18
3577,3578,4707,493,1394,5,"Great rider, very polite.",2022-09-17 05:29:10
3581,3582,4717,493,1794,5,Car was spotless.,2023-08-19 19:45:20
3584,3585,4721,1955,809,3,Very clean car.,2024-02-15 21:38:31
3586,3587,4725,260,256,5,Very courteous driver.,2022-03-24 13:13:03
3587,3588,4728,260,235,4,"Quick and efficient, thanks!",2024-03-02 03:15:53
3588,3589,4728,235,260,3,Very clean car.,2024-03-02 03:54:53
3589,3590,4729,260,1170,4,Car was spotless.,2024-02-18 21:41:48
3590,3591,4729,1170,260,3,"Smooth ride, on time.",2024-02-18 23:25:48
3593,3594,4733,1053,260,4,Very clean car.,2024-02-25 09:48:06
3596,3597,4737,1724,260,4,Very clean car.,2023-12-04 09:54:48
3599,3600,4740,260,187,3,Fine driver.,2022-10-28 21:57:43
3600,3601,4740,187,260,3,"Smooth ride, on time.",2022-10-28 23:22:43
3601,3602,4742,260,1100,4,Fast and safe driver.,2024-05-10 18:40:04
3602,3603,4746,260,15,5,Very courteous driver.,2022-01-01 06:39:35
3603,3604,4747,260,1477,4,Very courteous driver.,2022-01-07 05:25:16
3605,3606,4753,712,164,3,Acceptable ride.,2022-07-01 21:56:46
3606,3607,4755,712,1221,3,Got there safely.,2022-09-23 06:40:39
3608,3609,4760,1574,712,2,Super friendly and helpful.,2023-04-13 02:20:11
3609,3610,4761,192,712,3,"Excellent service, will ride again.",2024-05-03 07:52:36
3611,3612,4764,712,1776,3,Nothing to complain about.,2022-05-03 04:12:05
3613,3614,4766,712,351,5,Very clean car.,2024-05-28 07:27:06
3614,3615,4766,351,712,4,"Great driver, very professional!",2024-05-28 07:52:06
3618,3619,4770,1839,967,4,Very clean car.,2022-12-15 07:00:58
3619,3620,4775,967,986,5,Loved the music selection!,2022-07-20 06:26:23
3622,3623,4779,967,1205,3,Nothing to complain about.,2023-01-17 04:28:35
3627,3628,4784,967,995,4,Very comfortable ride.,2022-03-30 08:27:02
3628,3629,4788,967,1336,3,Decent experience.,2023-03-26 21:52:21
3629,3630,4788,1336,967,2,"Excellent service, will ride again.",2023-03-26 23:50:21
3630,3631,4790,1117,967,4,Very clean car.,2024-02-07 00:52:06
3632,3633,4793,469,967,3,"Smooth ride, on time.",2023-02-25 10:40:16
3634,3635,4795,967,1776,4,"Smooth ride, on time.",2023-05-11 11:30:00
3636,3637,4800,967,833,4,Very comfortable ride.,2023-11-04 13:35:25
3638,3639,4801,1243,967,4,Very clean car.,2023-07-21 15:23:39
3642,3643,4805,601,967,4,"Great driver, very professional!",2022-01-22 23:35:24
3643,3644,4807,967,467,3,Nothing to complain about.,2022-06-07 10:56:17
3644,3645,4808,967,860,3,Trip was okay.,2024-05-01 15:00:56
3646,3647,4809,224,967,3,"Smooth ride, on time.",2022-11-12 04:04:23
3647,3648,4810,932,967,5,"Excellent service, will ride again.",2022-01-12 01:38:21
3648,3649,4811,967,549,5,"5 stars, highly recommend!",2024-01-31 06:26:34
3649,3650,4812,967,705,3,Got there safely.,2022-10-04 12:32:25
3653,3654,4816,1651,967,3,Super friendly and helpful.,2023-09-11 06:39:22
3655,3656,4817,1301,967,2,Very clean car.,2023-04-28 10:02:04
3656,3657,4818,508,967,3,Very clean car.,2024-02-01 14:56:55
3657,3658,4819,267,1853,5,"Quick and efficient, thanks!",2024-01-24 06:24:08
3658,3659,4820,267,833,3,Trip was okay.,2024-06-06 04:59:20
3659,3660,4820,833,267,2,Very clean car.,2024-06-06 06:15:20
3662,3663,4822,932,267,3,"Excellent service, will ride again.",2023-08-14 09:39:23
3663,3664,4823,267,1765,3,Fine driver.,2023-02-06 02:20:57
3664,3665,4823,1765,267,3,Very clean car.,2023-02-06 01:49:57
3665,3666,4824,539,267,3,Super friendly and helpful.,2022-01-29 01:22:38
3667,3668,4829,1044,1010,3,"Smooth ride, on time.",2022-03-08 16:22:37
3668,3669,4830,1010,118,3,Decent experience.,2024-03-11 09:09:51
3670,3671,4832,1010,1087,5,"Perfect trip, no issues.",2023-04-21 20:14:52
3672,3673,4833,741,1010,3,Super friendly and helpful.,2024-04-28 12:52:54
3675,3676,4836,932,1010,4,"Smooth ride, on time.",2023-04-03 13:40:39
3677,3678,4848,1010,201,5,Car was spotless.,2024-03-19 23:28:43
3678,3679,4848,201,1010,4,"Excellent service, will ride again.",2024-03-20 00:05:43
3679,3680,4849,5,1010,3,"Excellent service, will ride again.",2023-09-15 05:23:06
3680,3681,4850,1010,1427,5,Car was spotless.,2023-03-14 07:14:48
3682,3683,4855,1010,1776,5,Super friendly and helpful.,2023-01-02 03:54:48
3683,3684,4857,1060,1010,4,"Smooth ride, on time.",2023-09-08 23:51:28
3684,3685,4861,1010,1373,4,Very clean car.,2023-11-17 14:01:34
3685,3686,4861,1373,1010,3,Super friendly and helpful.,2023-11-17 13:57:34
3686,3687,4862,1532,1010,2,Very clean car.,2023-05-05 01:47:04
3689,3690,4866,1227,1010,5,"Excellent service, will ride again.",2024-01-27 12:31:59
3690,3691,4869,1010,833,5,Fast and safe driver.,2023-01-25 10:46:48
3692,3693,4870,1010,1281,3,"OK trip, nothing special.",2023-02-21 21:00:14
3694,3695,4872,1010,1941,1,Rough driving.,2024-01-31 19:53:17
3695,3696,4875,1010,1044,5,Loved the music selection!,2023-04-18 18:26:44
3699,3700,4879,1010,1293,5,"5 stars, highly recommend!",2023-12-03 12:33:25
3700,3701,4879,1293,1010,4,Very clean car.,2023-12-03 12:01:25
3702,3703,4882,1010,1532,3,Decent experience.,2022-09-06 06:41:56
3704,3705,4887,1010,142,4,"Easy pickup, no problems.",2023-04-16 03:33:39
3705,3706,4895,1755,1751,3,Super friendly and helpful.,2024-06-12 16:35:30
3706,3707,4897,1751,1371,4,Super friendly and helpful.,2022-06-28 20:01:36
3707,3708,4897,1371,1751,3,"Smooth ride, on time.",2022-06-28 20:04:36
3708,3709,4898,1751,1041,3,Fine driver.,2022-11-06 09:30:49
3709,3710,4898,1041,1751,2,"Smooth ride, on time.",2022-11-06 09:35:49
3710,3711,4900,667,1207,4,"Great driver, very professional!",2024-05-10 05:35:23
3712,3713,4902,667,119,4,Loved the music selection!,2024-05-08 10:43:06
3714,3715,4903,1653,667,5,"Smooth ride, on time.",2023-04-22 18:11:48
3717,3718,4906,1881,667,3,Very clean car.,2023-12-01 06:13:29
3721,3722,4909,667,1041,4,Very clean car.,2022-06-28 01:41:18
3722,3723,4913,667,1968,5,"Perfect trip, no issues.",2022-04-30 18:03:36
3724,3725,4917,1170,133,3,"Excellent service, will ride again.",2023-02-03 05:09:37
3725,3726,4921,51,957,4,Very courteous driver.,2022-04-14 21:01:08
3726,3727,4923,1111,51,3,Super friendly and helpful.,2022-08-01 01:16:38
3728,3729,4925,1794,51,3,"Excellent service, will ride again.",2022-11-03 21:37:26
3729,3730,4926,51,1030,4,Very clean car.,2023-12-03 12:51:14
3730,3731,4929,51,318,3,Got there safely.,2022-03-02 00:16:26
3731,3732,4930,51,1727,4,Fast and safe driver.,2023-02-18 03:25:57
3732,3733,4930,1727,51,3,Very clean car.,2023-02-18 05:23:57
3733,3734,4931,51,433,4,"Great driver, very professional!",2023-04-24 09:42:22
3734,3735,4932,51,1889,3,Nothing to complain about.,2022-06-02 03:29:01
3737,3738,4935,1764,51,3,"Smooth ride, on time.",2023-07-06 21:56:33
3738,3739,4937,51,1605,4,Very comfortable ride.,2024-01-08 00:27:31
3740,3741,4940,51,1776,4,Fast and safe driver.,2022-08-14 07:27:18
3741,3742,4941,51,1955,4,"Perfect trip, no issues.",2022-04-26 05:35:29
3746,3747,4949,542,370,4,Super friendly and helpful.,2024-06-12 23:42:57
3747,3748,4951,714,1654,3,Got there safely.,2024-03-17 10:30:13
3748,3749,4955,714,766,3,Average experience.,2023-12-17 21:43:27
3750,3751,4956,647,714,3,Very clean car.,2024-06-21 11:58:21
3751,3752,4957,714,1343,3,Nothing to complain about.,2022-11-05 19:28:04
3752,3753,4959,286,714,3,"Excellent service, will ride again.",2023-03-20 02:03:10
3753,3754,4962,714,553,4,"Easy pickup, no problems.",2022-07-21 06:07:08
3754,3755,4963,714,510,3,Fine driver.,2022-08-09 03:39:32
3755,3756,4965,714,199,4,"Easy pickup, no problems.",2022-07-31 19:47:21
3757,3758,4969,714,1790,5,"Great rider, very polite.",2023-06-16 07:10:22
3758,3759,4969,1790,714,3,"Smooth ride, on time.",2023-06-16 08:56:22
3760,3761,4972,714,461,3,Average experience.,2024-02-04 08:44:02
3763,3764,4976,1956,714,2,"Excellent service, will ride again.",2022-02-25 07:31:57
3765,3766,4983,1948,2000,2,"Smooth ride, on time.",2023-09-29 04:25:53
3766,3767,4988,2000,1492,5,Super friendly and helpful.,2023-01-30 05:37:12
3767,3768,4988,1492,2000,4,Super friendly and helpful.,2023-01-30 06:32:12
3770,3771,4991,602,2000,2,"Great driver, very professional!",2022-03-21 12:35:59
3771,3772,4994,1600,736,3,"OK trip, nothing special.",2022-07-06 17:33:16
3772,3773,4995,1443,1807,3,"Excellent service, will ride again.",2022-06-19 12:19:23
3774,3775,4998,1453,1135,4,Very clean car.,2024-02-10 23:01:54
3775,3776,4998,1135,1453,4,Very clean car.,2024-02-11 00:35:54
3777,3778,4999,1999,1453,4,Very clean car.,2022-01-12 07:12:20
3778,3779,5003,256,1453,4,Very clean car.,2024-04-29 08:14:29
3783,3784,5011,1373,1453,3,Super friendly and helpful.,2024-06-08 03:14:24
3784,3785,5013,1453,1030,5,"Perfect trip, no issues.",2023-05-06 20:49:16
3786,3787,5014,1355,1453,3,Very clean car.,2023-03-12 13:35:47
3787,3788,5016,1437,1453,5,"Excellent service, will ride again.",2022-12-14 17:06:47
3788,3789,5017,288,1453,4,"Smooth ride, on time.",2022-03-16 14:49:49
3791,3792,5027,1453,1461,4,"Easy pickup, no problems.",2022-01-31 19:08:55
3793,3794,5030,1453,136,4,"Great rider, very polite.",2023-11-01 21:56:44
3794,3795,5033,1453,1709,3,Average experience.,2022-03-27 13:07:28
3800,3801,5048,1608,1453,3,Super friendly and helpful.,2022-02-08 05:44:18
3801,3802,5049,1814,1453,5,"Smooth ride, on time.",2023-02-26 14:17:14
3802,3803,5050,1453,202,4,"Quick and efficient, thanks!",2022-09-07 02:19:45
3804,3805,5052,1658,1453,2,Very clean car.,2024-01-24 08:31:15
3806,3807,5054,1453,44,4,Super friendly and helpful.,2022-08-18 22:54:09
3807,3808,5056,1453,1709,2,Car smelled bad.,2024-02-15 20:54:56
3809,3810,5058,1453,139,4,Very comfortable ride.,2022-12-03 17:31:17
3810,3811,5059,1453,515,4,"Easy pickup, no problems.",2024-05-01 09:18:34
3811,3812,5059,515,1453,4,Very clean car.,2024-05-01 08:32:34
3812,3813,5061,1453,690,4,"Excellent service, will ride again.",2022-05-22 13:50:35
3813,3814,5061,690,1453,4,"Excellent service, will ride again.",2022-05-22 14:05:35
3817,3818,5066,1453,986,3,Nothing to complain about.,2024-04-02 18:53:44
3822,3823,5073,139,1453,3,Super friendly and helpful.,2023-09-09 21:12:22
3823,3824,5074,1608,1453,2,"Smooth ride, on time.",2023-12-11 23:16:08
3825,3826,5075,139,1453,4,Very clean car.,2023-12-05 12:10:29
3827,3828,5077,1104,1453,4,"Great driver, very professional!",2023-08-24 03:29:10
3829,3830,5081,433,1453,4,"Excellent service, will ride again.",2024-06-07 05:34:53
3830,3831,5083,1453,1099,4,"Great rider, very polite.",2022-09-10 12:04:07
3831,3832,5085,1032,1765,3,Fine driver.,2022-03-12 02:55:10
3832,3833,5090,356,1755,4,"Great driver, very professional!",2023-08-07 02:24:22
3833,3834,5090,1755,356,3,Very clean car.,2023-08-07 02:58:22
3834,3835,5091,1492,356,3,"Excellent service, will ride again.",2022-10-26 08:01:43
3837,3838,5094,1520,121,4,"Perfect trip, no issues.",2023-02-17 17:24:33
3838,3839,5095,1647,446,5,Very comfortable ride.,2022-08-22 19:32:19
3840,3841,5096,1555,1647,4,"Great driver, very professional!",2024-06-16 00:05:40
3842,3843,5098,1776,1647,4,Very clean car.,2023-09-05 13:16:28
3844,3845,5100,1647,202,4,"Perfect trip, no issues.",2022-10-13 23:06:42
3846,3847,5101,446,1647,4,Super friendly and helpful.,2024-06-22 17:43:10
3848,3849,5104,1647,940,4,"Great driver, very professional!",2022-07-09 21:56:33
3849,3850,5104,940,1647,3,Very clean car.,2022-07-09 23:32:33
3850,3851,5106,1647,131,4,"Great driver, very professional!",2022-04-06 15:20:15
3851,3852,5106,131,1647,3,"Smooth ride, on time.",2022-04-06 15:43:15
3852,3853,5108,1647,235,3,Got there safely.,2022-08-12 22:42:24
3856,3857,5113,957,1647,4,Very clean car.,2023-07-19 18:31:57
3860,3861,5117,866,1647,3,Very clean car.,2023-03-05 05:19:07
3864,3865,5122,1584,1626,4,"Excellent service, will ride again.",2024-03-03 04:40:27
3866,3867,5124,327,1626,3,Super friendly and helpful.,2022-07-31 04:05:51
3867,3868,5127,1318,1869,3,Got there safely.,2022-01-14 12:14:28
3869,3870,5131,643,1318,2,"Excellent service, will ride again.",2024-04-23 09:26:32
3870,3871,5132,1318,1100,5,Car was spotless.,2024-02-26 14:37:12
3871,3872,5132,1100,1318,4,"Smooth ride, on time.",2024-02-26 14:45:12
3872,3873,5133,1108,1318,3,"Excellent service, will ride again.",2024-03-03 12:17:41
3873,3874,5134,1318,571,4,"5 stars, highly recommend!",2023-02-17 02:16:47
3874,3875,5134,571,1318,3,Very clean car.,2023-02-17 01:44:47
3877,3878,5137,1318,229,4,Very comfortable ride.,2022-01-24 21:14:12
3878,3879,5137,229,1318,2,"Excellent service, will ride again.",2022-01-24 21:01:12
3880,3881,5139,145,571,3,Decent experience.,2022-11-19 15:10:24
3881,3882,5141,1001,1503,2,"Great driver, very professional!",2022-01-27 08:51:46
3882,3883,5142,1503,1889,2,Driver was late.,2023-08-10 20:06:39
3883,3884,5143,1503,959,5,Car was spotless.,2024-05-28 11:11:12
3884,3885,5145,1503,230,3,Average experience.,2022-12-04 12:02:10
3885,3886,5148,1690,1206,5,"Excellent service, will ride again.",2023-11-02 23:28:38
3886,3887,5149,1690,412,4,"Smooth ride, on time.",2022-04-28 05:52:52
3888,3889,5152,608,1690,5,"Smooth ride, on time.",2022-02-02 03:57:29
3889,3890,5153,1690,1561,3,Nothing to complain about.,2023-05-11 13:36:19
3891,3892,5156,1690,1350,3,Fine driver.,2023-05-10 16:53:53
3892,3893,5156,1350,1690,4,Super friendly and helpful.,2023-05-10 16:34:53
3893,3894,5157,1690,1826,4,Very courteous driver.,2022-11-03 16:50:00
3895,3896,5158,1790,1690,3,"Excellent service, will ride again.",2023-06-10 18:34:04
3896,3897,5161,1690,1605,4,Very comfortable ride.,2022-06-07 14:34:31
3897,3898,5162,1465,1023,5,Super friendly and helpful.,2022-09-19 23:07:55
3898,3899,5162,1023,1465,4,Super friendly and helpful.,2022-09-20 00:52:55
3899,3900,5163,1465,136,3,Got there safely.,2023-01-23 02:08:10
3901,3902,5167,27,142,4,"Great rider, very polite.",2024-06-16 06:20:08
3902,3903,5168,27,162,5,Very comfortable ride.,2022-01-06 19:17:33
3905,3906,5170,27,833,4,"5 stars, highly recommend!",2023-10-26 00:50:50
3906,3907,5171,27,1438,3,Trip was okay.,2023-08-20 10:16:51
3908,3909,5177,1599,585,3,Decent experience.,2023-01-16 15:18:51
3912,3913,5184,1599,974,3,Fine driver.,2022-10-17 21:29:24
3914,3915,5185,1599,62,3,Average experience.,2023-02-18 00:57:39
3915,3916,5185,62,1599,4,"Great driver, very professional!",2023-02-17 23:44:39
3916,3917,5186,1599,1561,5,"Smooth ride, on time.",2022-11-23 14:33:34
3918,3919,5188,66,1599,3,"Great driver, very professional!",2023-12-08 05:04:25
3919,3920,5190,1599,224,3,Decent experience.,2023-07-26 00:43:54
3920,3921,5191,1599,1400,3,"OK trip, nothing special.",2023-03-04 06:34:22
3921,3922,5191,1400,1599,5,Very clean car.,2023-03-04 05:44:22
3924,3925,5194,1775,1599,4,Super friendly and helpful.,2024-06-15 01:03:02
3927,3928,5199,665,1599,4,"Excellent service, will ride again.",2023-11-10 22:52:53
3931,3932,5210,1599,822,4,Very courteous driver.,2022-07-04 23:46:37
3932,3933,5210,822,1599,4,"Great driver, very professional!",2022-07-05 01:43:37
3934,3935,5212,1599,1355,5,Fast and safe driver.,2022-03-27 08:47:34
3936,3937,5214,1599,833,4,Loved the music selection!,2023-04-23 15:29:33
3937,3938,5214,833,1599,2,"Smooth ride, on time.",2023-04-23 17:12:33
3938,3939,5215,1599,176,3,Decent experience.,2024-03-01 20:30:47
3939,3940,5215,176,1599,3,"Excellent service, will ride again.",2024-03-01 20:46:47
3940,3941,5217,1599,393,4,"Quick and efficient, thanks!",2024-02-09 08:34:15
3941,3942,5217,393,1599,4,Very clean car.,2024-02-09 08:03:15
3943,3944,5219,1684,1737,4,"Excellent service, will ride again.",2023-07-18 04:24:46
3944,3945,5220,210,1737,3,Super friendly and helpful.,2024-03-19 11:44:19
3947,3948,5225,1752,1737,4,"Excellent service, will ride again.",2022-10-18 06:54:37
3951,3952,5231,1737,1403,3,Decent experience.,2024-02-06 00:08:52
3952,3953,5233,286,1737,3,Super friendly and helpful.,2024-01-14 16:15:37
3954,3955,5235,553,1737,2,"Smooth ride, on time.",2023-01-21 03:44:28
3955,3956,5236,1293,1737,3,"Excellent service, will ride again.",2022-02-03 01:38:36
3960,3961,5244,1567,389,3,Decent experience.,2023-10-14 23:21:53
3961,3962,5244,389,1567,4,"Smooth ride, on time.",2023-10-14 23:18:53
3964,3965,5249,1567,323,4,Loved the music selection!,2022-07-02 14:02:31
3966,3967,5252,1567,868,3,Got there safely.,2022-07-02 01:32:06
3967,3968,5253,1567,1658,3,Average experience.,2023-03-08 16:40:57
3968,3969,5254,1567,1221,4,"Smooth ride, on time.",2022-07-07 00:03:36
3969,3970,5256,1567,164,3,Average experience.,2022-06-28 19:46:38
3970,3971,5256,164,1567,3,"Great driver, very professional!",2022-06-28 21:04:38
3972,3973,5257,1206,1567,4,"Excellent service, will ride again.",2022-04-09 05:31:25
3973,3974,5258,1053,1567,4,"Smooth ride, on time.",2022-03-15 17:11:46
3974,3975,5259,1567,677,3,Fine driver.,2023-10-08 19:49:15
3975,3976,5259,677,1567,3,"Great driver, very professional!",2023-10-08 20:27:15
3976,3977,5260,331,1567,3,"Great driver, very professional!",2023-02-23 14:39:45
3978,3979,5265,305,1562,3,Trip was okay.,2022-05-14 14:16:38
3979,3980,5272,305,202,5,"Great rider, very polite.",2024-06-22 22:52:20
3980,3981,5272,202,305,3,Very clean car.,2024-06-22 23:14:20
3983,3984,5274,305,436,4,Car was spotless.,2023-10-11 14:48:33
3984,3985,5275,305,1889,2,Not very clean.,2022-02-07 09:52:23
3988,3989,5281,305,1548,3,Decent experience.,2023-08-13 09:19:38
3989,3990,5282,778,305,2,Very clean car.,2023-03-19 05:32:55
3992,3993,5286,305,645,5,"5 stars, highly recommend!",2022-08-06 21:25:06
3993,3994,5288,305,494,4,Very courteous driver.,2022-10-10 12:52:21
3994,3995,5288,494,305,2,"Excellent service, will ride again.",2022-10-10 14:11:21
3998,3999,5292,47,779,1,Took a longer route.,2023-06-01 09:25:26
3999,4000,5295,1956,47,3,"Excellent service, will ride again.",2022-04-07 09:26:56
4000,4001,5296,47,1183,5,Fast and safe driver.,2022-12-11 08:56:35
4001,4002,5297,47,1991,2,Driver was late.,2023-03-24 03:46:06
4002,4003,5297,1991,47,4,"Smooth ride, on time.",2023-03-24 02:10:06
4003,4004,5301,47,1403,5,"Smooth ride, on time.",2023-08-10 07:22:50
4004,4005,5301,1403,47,3,Super friendly and helpful.,2023-08-10 08:47:50
4007,4008,5306,47,341,4,Fast and safe driver.,2022-05-25 19:50:30
4008,4009,5306,341,47,2,"Smooth ride, on time.",2022-05-25 20:00:30
4010,4011,5308,47,1693,3,Got there safely.,2024-05-14 11:57:52
4011,4012,5309,47,324,5,"Easy pickup, no problems.",2023-10-05 04:39:29
4013,4014,5311,47,132,3,Acceptable ride.,2023-11-03 00:27:32
4014,4015,5314,47,131,4,"5 stars, highly recommend!",2022-07-22 06:17:24
4015,4016,5316,47,1227,5,Loved the music selection!,2022-12-16 10:54:49
4019,4020,5320,532,1605,3,Got there safely.,2023-06-27 21:42:43
4020,4021,5322,1764,1498,4,"Smooth ride, on time.",2024-03-10 06:39:50
4021,4022,5323,1498,1427,4,Loved the music selection!,2023-04-23 03:45:09
4024,4025,5326,1842,142,3,"OK trip, nothing special.",2023-12-02 09:35:44
4025,4026,5326,142,1842,4,Very clean car.,2023-12-02 11:20:44
4026,4027,5328,1842,1108,3,Got there safely.,2022-12-09 19:17:08
4027,4028,5331,1755,1842,2,"Great driver, very professional!",2022-09-05 11:32:53
4028,4029,5334,947,1805,4,"Great driver, very professional!",2022-01-17 13:35:21
4031,4032,5341,1805,1183,4,"Great driver, very professional!",2022-05-05 07:46:56
4032,4033,5342,1805,430,4,Very comfortable ride.,2023-07-20 19:46:17
4033,4034,5346,1805,1825,4,Loved the music selection!,2024-06-07 17:36:03
4035,4036,5353,1805,1755,3,Trip was okay.,2023-06-15 18:46:27
4036,4037,5354,1805,351,5,"Easy pickup, no problems.",2024-06-26 04:02:45
4037,4038,5356,1805,97,4,Car was spotless.,2022-11-08 00:21:58
4039,4040,5363,1430,1454,3,Very clean car.,2023-03-29 09:54:58
4041,4042,5365,593,1454,1,Super friendly and helpful.,2023-05-10 04:32:13
4043,4044,5368,202,1769,3,"Smooth ride, on time.",2024-01-12 07:09:50
4045,4046,5370,1205,444,5,"Excellent service, will ride again.",2023-09-09 10:26:08
4046,4047,5371,444,229,4,Very clean car.,2024-03-27 00:30:28
4048,4049,5374,444,1196,5,"Smooth ride, on time.",2023-05-07 09:53:58
4049,4050,5374,1196,444,3,Super friendly and helpful.,2023-05-07 11:31:58
4050,4051,5376,645,444,5,"Excellent service, will ride again.",2023-07-02 00:29:31
4052,4053,5380,444,878,3,Decent experience.,2024-02-25 01:56:30
4053,4054,5381,318,444,4,Very clean car.,2022-05-16 10:57:42
4054,4055,5383,271,444,2,"Excellent service, will ride again.",2022-06-14 19:08:32
4055,4056,5384,444,258,4,Fast and safe driver.,2024-04-15 14:15:27
4056,4057,5384,258,444,3,Very clean car.,2024-04-15 14:03:27
4060,4061,5392,1221,1903,2,"Excellent service, will ride again.",2023-05-12 05:46:22
4062,4063,5395,477,1903,2,Super friendly and helpful.,2023-05-25 03:06:19
4064,4065,5397,1903,1968,5,"Easy pickup, no problems.",2023-05-25 06:33:48
4066,4067,5398,1139,1903,5,Very clean car.,2023-02-13 04:31:33
4067,4068,5399,553,1903,4,Very clean car.,2022-08-28 13:42:11
4070,4071,5403,1830,1903,2,Very clean car.,2022-08-16 12:07:54
4072,4073,5405,1903,601,3,Got there safely.,2022-08-08 10:37:42
4073,4074,5405,601,1903,2,"Smooth ride, on time.",2022-08-08 10:15:42
4077,4078,5416,1585,1400,4,"Easy pickup, no problems.",2023-08-07 21:23:26
4079,4080,5417,202,1585,2,"Excellent service, will ride again.",2023-10-15 01:08:08
4080,4081,5420,24,397,3,Super friendly and helpful.,2023-06-08 22:04:25
4081,4082,5421,571,1005,3,"Smooth ride, on time.",2024-01-17 00:50:51
4083,4084,5423,1005,271,5,Very courteous driver.,2022-08-02 20:34:34
4089,4090,5432,262,328,3,Acceptable ride.,2023-05-28 18:55:47
4090,4091,5434,1379,1482,3,Acceptable ride.,2024-02-03 16:59:54
4091,4092,5434,1482,1379,3,"Smooth ride, on time.",2024-02-03 19:07:54
4093,4094,5436,1379,1134,4,Very comfortable ride.,2023-10-12 08:18:46
4094,4095,5436,1134,1379,3,Super friendly and helpful.,2023-10-12 09:03:46
4095,4096,5438,1379,1547,5,Very clean car.,2023-06-24 17:49:40
4097,4098,5440,1379,1162,5,Fast and safe driver.,2023-11-10 19:38:30
4103,4104,5446,1379,1267,3,Acceptable ride.,2024-04-26 13:08:23
4104,4105,5449,1379,1987,4,"Great rider, very polite.",2022-01-14 01:39:33
4106,4107,5452,1379,1162,5,Very courteous driver.,2022-08-17 11:57:08
4107,4108,5452,1162,1379,3,Super friendly and helpful.,2022-08-17 11:30:08
4109,4110,5461,300,1081,4,"Great rider, very polite.",2023-01-11 21:02:48
4110,4111,5462,300,14,4,"Quick and efficient, thanks!",2022-03-16 18:02:52
4114,4115,5469,1202,477,4,"Quick and efficient, thanks!",2023-03-19 13:44:48
4115,4116,5470,1202,1995,3,Trip was okay.,2022-03-01 23:47:34
4116,4117,5470,1995,1202,4,"Excellent service, will ride again.",2022-03-02 00:10:34
4117,4118,5472,1202,319,4,"5 stars, highly recommend!",2023-11-28 02:46:48
4118,4119,5473,1202,1507,4,"Smooth ride, on time.",2024-01-01 22:26:03
4119,4120,5473,1507,1202,3,"Excellent service, will ride again.",2024-01-01 22:06:03
4121,4122,5474,1781,1202,2,Super friendly and helpful.,2022-02-09 04:44:08
4123,4124,5476,1194,932,4,"5 stars, highly recommend!",2023-11-22 00:50:02
4124,4125,5477,1194,1584,5,Super friendly and helpful.,2023-11-20 07:03:37
4126,4127,5480,545,1302,4,"Smooth ride, on time.",2023-01-22 05:35:10
4127,4128,5480,1302,545,3,"Excellent service, will ride again.",2023-01-22 05:45:10
4129,4130,5484,1564,154,3,Very clean car.,2022-12-15 00:24:06
4130,4131,5487,154,1869,5,Very clean car.,2023-06-11 01:10:19
4132,4133,5488,1131,385,3,"Smooth ride, on time.",2022-06-06 12:03:53
4135,4136,5492,608,385,4,"Smooth ride, on time.",2023-12-27 05:21:49
4138,4139,5494,385,469,4,Fast and safe driver.,2023-06-03 19:45:12
4139,4140,5496,1814,385,4,"Smooth ride, on time.",2024-03-07 22:26:41
4141,4142,5498,385,132,5,"Quick and efficient, thanks!",2022-07-24 11:38:54
